1961017632,PT00H00M14S,821164_651622,
1277390335,PT00H00M02S,563193_967744,
1145091036,PT00H00M02S,646890_324388,
1937426279,PT00H00M07S,776452_588637,
1069491828,PT00H00M01S,341028_926928,
1867816442,PT00H00M02S,663443_674020,
620288900,PT00H00M04S,982055_603171,
1670414252,PT00H00M03S,177459_208090,
1391552733,PT00H00M09S,235120_821540,
154511739,PT00H00M05S,476838_329884,
1879784195,PT00H00M05S,098107_494084,
956708778,PT00H00M07S,907749_260126,
1501866794,PT00H00M06S,414318_246034,
692226550,PT00H00M03S,408183_324510,
1961266702,PT00H00M05S,562476_794913,
603648782,PT00H00M03S,559445_739324,
1181714730,PT00H00M01S,701354_920402,
1574515582,PT00H00M04S,620185_575670,
1133226582,PT00H00M02S,020406_760694,
1466701582,PT00H00M04S,112757_460594,
1031780276,PT00H00M04S,133585_145541,
297991578,PT00H00M01S,929095_449479,
1551999918,PT00H00M07S,703730_483472,
1882371698,PT00H00M03S,127296_902802,
1721906924,PT00H00M09S,287484_146889,
212908198,PT00H00M06S,259925_089276,
1254347525,PT00H00M04S,642029_879332,
725565708,PT00H00M02S,977991_295226,
1991947759,PT00H00M11S,143548_331220,
634919282,PT00H00M02S,719941_458253,
1965207719,PT00H00M02S,082831_258972,
1610104375,PT00H00M04S,916541_594442,
1126229236,PT00H00M03S,056616_930089,
913366919,PT00H00M02S,412442_388973,
1354991487,PT00H00M05S,809802_858361,
1853815129,PT00H00M02S,036587_274655,
631262158,PT00H00M02S,885400_234242,
1162744306,PT00H00M04S,484148_702674,
153079808,PT00H00M02S,225779_479205,
1873212113,PT00H00M02S,220130_228469,
1100026226,PT00H00M05S,712099_176641,
645517582,PT00H00M04S,906713_717753,
396199643,PT00H00M02S,137817_328803,
866965594,PT00H00M06S,297040_084854,
505501380,PT00H00M01S,373809_862040,
1567043138,PT00H00M04S,438318_997231,
1615451717,PT00H00M03S,853890_470691,
622675423,PT00H00M10S,166527_008166,
16550816,PT00H00M08S,528230_647217,
476583395,PT00H00M03S,900329_750976,
367302539,PT00H00M04S,459337_457007,
670472863,PT00H00M03S,853362_310571,
1676233798,PT00H00M05S,313958_807119,
1921118880,PT00H00M02S,058608_761265,
949439851,PT00H00M02S,247545_926715,
1836481913,PT00H00M02S,236587_000124,
629692885,PT00H00M01S,041790_381974,
1879630566,PT00H00M03S,883033_149332,
1810706250,PT00H00M04S,443862_936477,
1783127433,PT00H00M05S,781808_699322,
137967874,PT00H00M01S,927827_602269,
987242814,PT00H00M09S,202800_802276,
47515469,PT00H00M02S,870237_176519,
317324337,PT00H00M04S,852420_578939,
382409170,PT00H00M02S,128900_152320,
1833842560,PT00H00M01S,823156_580473,
1147188517,PT00H00M02S,574478_961624,
13818250,PT00H00M03S,878582_543372,
193262999,PT00H00M08S,062087_921942,
1028937893,PT00H00M04S,253972_487463,
1656861144,PT00H00M01S,701191_860417,
1099086868,PT00H00M05S,878526_552242,
1490003067,PT00H00M09S,376111_190698,
1045304238,PT00H00M04S,442154_915138,
1814716643,PT00H00M09S,098554_025976,
553535351,PT00H00M01S,726829_634747,
1363569326,PT00H00M02S,222847_935197,
1355910358,PT00H00M03S,402343_629660,
1082280565,PT00H00M01S,359788_779559,
1150728857,PT00H00M01S,604340_019863,
429621495,PT00H00M01S,190580_181750,
1688008676,PT00H00M02S,947341_306444,
40591808,PT00H00M01S,186638_523804,
298998480,PT00H00M02S,421978_889325,
1067388274,PT00H00M01S,328823_639548,
1153527183,PT00H00M01S,822567_938845,
607279408,PT00H00M03S,482243_754364,
1723383441,PT00H00M09S,877753_148759,
484751560,PT00H00M13S,117552_806808,
1013154009,PT00H00M02S,841491_613167,
1890042598,PT00H00M01S,735974_341118,
439591615,PT00H00M08S,079338_933038,
1550755081,PT00H00M01S,389128_703976,
638331674,PT00H00M03S,024108_213065,
877510045,PT00H00M03S,524227_692487,
1827432289,PT00H00M01S,037262_801891,
1763470753,PT00H00M02S,792063_740365,
1756545146,PT00H00M01S,949464_626571,
1026265543,PT00H00M02S,789810_990385,
443656290,PT00H00M16S,476098_232575,
258605847,PT00H00M08S,896283_400050,
1294779348,PT00H00M02S,595438_578459,
222839351,PT00H00M01S,394870_362631,
424460582,PT00H00M08S,685534_199459,
1128074987,PT00H00M04S,046206_230103,
1377649263,PT00H00M07S,816751_869608,
1665599817,PT00H00M06S,896082_848404,
1596368476,PT00H00M10S,556709_969745,
553784656,PT00H00M04S,211046_181855,
1620082877,PT00H00M02S,432422_300061,
1451693307,PT00H00M04S,690915_783475,
221296666,PT00H00M03S,196209_612944,
1201104080,PT00H00M01S,005360_327161,
1429714157,PT00H00M02S,273245_456210,
700655715,PT00H00M02S,085849_014914,
873768520,PT00H00M02S,699220_411018,
1395685291,PT00H00M02S,859610_931681,
746728183,PT00H00M02S,602587_895053,
1004077563,PT00H00M02S,596044_325513,
832987996,PT00H00M01S,802976_518439,
1667080751,PT00H00M02S,159941_776423,
198723007,PT00H00M02S,189843_988253,
1443002666,PT00H00M12S,961696_453035,
444391200,PT00H00M02S,091630_380667,
115485354,PT00H00M02S,944992_769553,
1791998299,PT00H00M04S,736895_893283,
873187191,PT00H00M06S,005559_951055,
1400000893,PT00H00M02S,182132_636388,
216677659,PT00H00M01S,972077_978138,
1423736326,PT00H00M06S,232507_325102,
1612855490,PT00H00M01S,383829_617776,
348373902,PT00H00M06S,278779_598790,
362248623,PT00H00M02S,323304_562048,
1835858542,PT00H00M02S,546125_500056,
646907999,PT00H00M04S,575791_041357,
835830655,PT00H00M04S,301255_297957,
137617089,PT00H00M04S,031203_685340,
767619845,PT00H00M04S,566678_062777,
557756683,PT00H00M03S,764557_089397,
1161923545,PT00H00M02S,950999_075766,
1143750512,PT00H00M04S,227953_045507,
1091099987,PT00H00M03S,944359_994619,
987100953,PT00H00M03S,721107_640943,
273502350,PT00H00M01S,543611_046869,
1897934622,PT00H00M01S,297755_278095,
892115540,PT00H00M07S,352187_573097,
387368600,PT00H00M01S,285646_654546,
1920690206,PT00H00M03S,585425_199667,
1240701655,PT00H00M01S,831222_225416,
528065974,PT00H00M03S,480893_430145,
1979945451,PT00H00M01S,020274_177184,
1326756427,PT00H00M03S,283477_435640,
726103238,PT00H00M02S,523674_054909,
1537825998,PT00H00M04S,298500_544785,
1032693127,PT00H00M02S,033050_206942,
1352393273,PT00H00M04S,140953_938332,
764376954,PT00H00M04S,383390_727680,
1857427562,PT00H00M03S,389089_339005,
1867339113,PT00H00M02S,576670_381795,
100588572,PT00H00M01S,627446_769076,
1445256392,PT00H00M01S,121487_671132,
1257545146,PT00H00M04S,660832_948418,
700494208,PT00H00M02S,186900_949801,
1100185666,PT00H00M01S,266746_199776,
1961413155,PT00H00M07S,736043_351098,
1421127184,PT00H00M17S,699146_769456,
613294947,PT00H00M05S,262111_495439,
1610644073,PT00H00M06S,742087_566600,
1887598569,PT00H00M01S,901252_588556,
1873961691,PT00H00M16S,599414_235669,
1476341165,PT00H00M04S,960339_339224,
1317919265,PT00H00M02S,517063_800949,
1579388339,PT00H00M04S,364694_904785,
763665904,PT00H00M05S,445003_732509,
1049331779,PT00H00M01S,794698_517942,
1259130773,PT00H00M01S,895525_059099,
217487402,PT00H00M02S,646015_675938,
1190759420,PT00H00M02S,940741_397450,
1864427816,PT00H00M02S,146950_558156,
1961852993,PT00H00M02S,305451_961318,
588498934,PT00H00M01S,517626_071988,
266727849,PT00H00M01S,301009_123534,
767280185,PT00H00M02S,186125_517818,
1348474199,PT00H00M01S,151461_706412,
146825769,PT00H00M02S,378791_738674,
1426374754,PT00H00M03S,661372_832963,
765010363,PT00H00M03S,895713_225198,
237799062,PT00H00M01S,081018_458561,
1403962116,PT00H00M01S,970478_698452,
1516754969,PT00H00M02S,452609_057343,
373890132,PT00H00M01S,461291_733367,
1920960539,PT00H00M02S,540167_954214,
459063004,PT00H00M04S,250494_062925,
385597546,PT00H00M03S,548429_167693,
1480208069,PT00H00M03S,048552_676554,
1175221952,PT00H00M02S,004424_998058,
255273511,PT00H00M01S,165268_816244,
77633894,PT00H00M04S,257579_354656,
1763224409,PT00H00M06S,563444_764008,
1026884709,PT00H00M04S,945152_246600,
740811430,PT00H00M03S,848123_399666,
102341734,PT00H00M02S,193055_337457,
1989689078,PT00H00M03S,146396_449960,
1113670193,PT00H00M03S,248284_900791,
585520941,PT00H00M03S,129674_852522,
139267050,PT00H00M02S,640773_909776,
1150900760,PT00H00M04S,808444_665015,
1183328413,PT00H00M04S,070318_018583,
190302367,PT00H00M02S,766681_644240,
1455587970,PT00H00M05S,367717_161820,
1522439043,PT00H00M05S,924898_790690,
1125896239,PT00H00M05S,460436_859593,
116668422,PT00H00M05S,429901_476239,
140604266,PT00H00M08S,054789_239492,
38459795,PT00H00M04S,659872_174272,
1651891889,PT00H00M02S,901454_408223,
406649072,PT00H00M02S,881324_942776,
1628128633,PT00H00M03S,219436_542516,
176383163,PT00H00M03S,904539_852608,
1290431158,PT00H00M03S,925866_310376,
1005860713,PT00H00M03S,057212_420271,
1920168387,PT00H00M02S,817479_565465,
669055883,PT00H00M04S,481766_507589,
903705236,PT00H00M03S,096646_139118,
503586686,PT00H00M02S,509415_780193,
1970501493,PT00H00M05S,116279_627996,
1077579961,PT00H00M09S,444595_367705,
701791338,PT00H00M04S,212675_398941,
760098185,PT00H00M07S,369346_139820,
132228368,PT00H00M02S,107430_671681,
1773277001,PT00H00M01S,790387_811000,
1597430223,PT00H00M02S,854424_400304,
1114608467,PT00H00M05S,086761_489085,
799334517,PT00H00M02S,284941_563906,
1052837364,PT00H00M03S,332429_755615,
1996783884,PT00H00M04S,855198_593066,
738096515,PT00H00M01S,079850_581348,
395661784,PT00H00M09S,942289_032043,
1585843556,PT00H00M03S,435627_425994,
1571972471,PT00H00M01S,756463_393995,
606530129,PT00H00M02S,472524_548571,
1655586096,PT00H00M02S,323488_802523,
1753055381,PT00H00M07S,389638_959451,
1910874474,PT00H00M04S,534048_507377,
1007824880,PT00H00M04S,236619_606193,
810062064,PT00H00M04S,352390_691674,
676295657,PT00H00M05S,084571_289488,
1652315828,PT00H00M03S,249232_212351,
454901278,PT00H00M02S,079683_971139,
733017474,PT00H00M02S,741870_578863,
1877090068,PT00H00M01S,602864_975886,
1872350247,PT00H00M05S,735807_973735,
80857117,PT00H00M03S,447828_759287,
396180332,PT00H01M09S,500747_793712,
713981123,PT00H00M01S,469994_971362,
972784205,PT00H00M03S,065024_003078,
200448936,PT00H00M02S,048833_322689,
292130691,PT00H00M02S,417236_541661,
1920027500,PT00H00M01S,342077_193111,
1992046905,PT00H00M04S,293492_665895,
1842657518,PT00H00M01S,141284_690699,
1921986339,PT00H00M08S,109168_783696,
1218551505,PT00H00M02S,159595_954373,
1907286738,PT00H00M01S,074372_377301,
