videoid,duration,page_dir,name
1397793794,PT00H00M08S,991205_448848,
1530621646,PT00H00M02S,110648_917026,
1813558381,PT00H00M02S,014272_166897,
1420053586,PT00H00M09S,488725_253639,
1819145464,PT00H00M02S,505641_705300,
1632414251,PT00H00M02S,009888_499562,
562156548,PT00H00M01S,785672_182535,
1935193668,PT00H00M02S,705781_623322,
1692559517,PT00H00M05S,448242_716519,
1488140719,PT00H00M03S,215325_440896,
1989728017,PT00H00M04S,153013_363964,
294653703,PT00H00M03S,576853_126499,
550046572,PT00H00M03S,518407_635605,
643019193,PT00H00M03S,700370_366214,
1623913499,PT00H00M02S,573004_247271,
66975396,PT00H00M02S,330930_990480,
1661281107,PT00H00M06S,925895_741290,
822786490,PT00H00M02S,166195_905312,
156291243,PT00H00M10S,981841_551125,
1050685630,PT00H00M02S,825662_693265,
1117830293,PT00H00M01S,736497_832131,
924240197,PT00H00M02S,304593_801004,
1834921977,PT00H00M03S,215642_494922,
1136124556,PT00H00M07S,816512_028652,
1689554403,PT00H00M04S,858525_310718,
297876513,PT00H00M02S,389088_613209,
134122663,PT00H00M02S,843860_621215,
638019147,PT00H00M10S,275645_525373,
973132308,PT00H00M05S,879842_793069,
1955261742,PT00H00M03S,723866_994080,
318079788,PT00H00M22S,414364_562019,
839385325,PT00H00M04S,809676_703495,
1515498308,PT00H00M05S,742598_227085,
48994319,PT00H00M03S,432105_575878,
1004418277,PT00H00M01S,560986_328905,
1835391587,PT00H00M03S,198094_447839,
1719030473,PT00H00M01S,530282_653953,
1736429405,PT00H00M02S,497713_571876,
574320433,PT00H00M02S,110246_240174,
1200331294,PT00H00M03S,584689_463932,
1805330925,PT00H00M01S,949539_571421,
1119983493,PT00H00M01S,394279_615361,
122213715,PT00H00M01S,553587_980157,
1097755224,PT00H00M02S,923733_816809,
1235826501,PT00H00M03S,257088_536795,
1621866627,PT00H00M02S,230120_654555,
1441604455,PT00H00M02S,919528_864479,
1147239635,PT00H00M01S,645592_565501,
1780654177,PT00H00M03S,315612_291873,
1844756001,PT00H00M01S,463328_251645,
155305043,PT00H00M01S,122397_280081,
1955219611,PT00H00M05S,115248_934499,
1371734931,PT00H00M03S,500551_740688,
1577915038,PT00H00M02S,953246_917915,
1404411029,PT00H00M02S,999992_936653,
1075109667,PT00H00M02S,527189_092965,
1774647824,PT00H00M03S,444237_676822,
1973506742,PT00H00M07S,785667_213962,
1039057664,PT00H00M03S,919761_860511,
1346898140,PT00H00M01S,222283_940210,
391944150,PT00H00M01S,365359_934059,
882685125,PT00H00M02S,757555_307095,
591991755,PT00H00M02S,710900_838358,
403181964,PT00H00M05S,911971_379070,
1785505421,PT00H00M04S,402477_681776,
1184571889,PT00H00M06S,815943_410468,
463650010,PT00H00M11S,354327_647049,
44791040,PT00H00M05S,441597_961432,
751427231,PT00H00M05S,328480_040838,
1632177292,PT00H00M01S,912023_976787,
399872905,PT00H00M07S,839520_635233,
1066907744,PT00H00M03S,516826_367654,
1429471509,PT00H00M08S,236281_267855,
906274684,PT00H00M01S,645071_317611,
827587371,PT00H00M22S,480173_431227,
789443968,PT00H00M03S,684285_155399,
1130479974,PT00H00M08S,644776_903897,
1569275648,PT00H00M03S,048008_050473,
466732101,PT00H00M05S,058708_190470,
1838867400,PT00H00M02S,246835_281067,
856899401,PT00H00M01S,482419_878926,
121487687,PT00H00M04S,534194_504280,
326676693,PT00H00M20S,641745_273048,
895462226,PT00H00M06S,956047_047254,
1927156767,PT00H00M01S,483082_868585,
1063175012,PT00H00M01S,098345_216232,
920872220,PT00H00M02S,825738_567523,
1784343140,PT00H00M02S,204738_535662,
1636144436,PT00H00M01S,105639_794696,
765065975,PT00H00M03S,574100_556379,
600761782,PT00H00M03S,426834_888618,
1146312739,PT00H00M04S,633052_248719,
1673183294,PT00H00M03S,679840_306224,
9346074,PT00H00M01S,646810_519372,
764965506,PT00H00M04S,698385_243657,
348520504,PT00H00M01S,866548_655623,
1544781154,PT00H00M01S,328805_184904,
25785657,PT00H00M04S,912324_022454,
1821201351,PT00H00M01S,419048_463445,
1875613365,PT00H00M01S,317917_665802,
884316930,PT00H00M01S,942087_684804,
324976972,PT00H00M05S,810053_802952,
579862761,PT00H00M03S,058893_882174,
1126044739,PT00H00M01S,191761_255057,
269134873,PT00H00M04S,175974_558010,
1375367607,PT00H00M02S,715706_402572,
192513652,PT00H00M04S,604111_962191,
245213124,PT00H00M03S,750000_163304,
1174175972,PT00H00M02S,112558_375694,
645580808,PT00H00M14S,486219_058353,
464141748,PT00H00M02S,848406_863695,
581491293,PT00H00M02S,124159_910323,
315461807,PT00H00M16S,021114_102915,
941922204,PT00H00M05S,335583_044951,
1377586949,PT00H00M03S,377749_574152,
1060867180,PT00H00M08S,915190_629381,
1758644294,PT00H00M08S,091111_305739,
13147932,PT00H00M01S,071532_506289,
1015781661,PT00H00M15S,364797_506979,
177329446,PT00H00M02S,639501_237077,
750878297,PT00H00M06S,746406_668187,
1444008945,PT00H00M02S,606450_213396,
1915217239,PT00H00M11S,009542_479807,
65536241,PT00H00M04S,006524_645631,
284558216,PT00H00M02S,526606_511609,
343525683,PT00H00M09S,487567_192820,
1138283985,PT00H00M02S,517509_055885,
1148234311,PT00H00M10S,224564_597670,
1485390650,PT00H00M04S,656244_271032,
1771370655,PT00H00M07S,226168_316453,
1935437918,PT00H00M04S,406028_417462,
1006421565,PT00H00M01S,227973_723831,
820650407,PT00H00M02S,664503_738591,
330565703,PT00H00M02S,384743_108553,
1461600126,PT00H00M02S,191025_360161,
1711929989,PT00H00M02S,226521_024492,
33823423,PT00H00M02S,379209_794471,
470376509,PT00H00M03S,596599_939446,
64860879,PT00H00M03S,562590_573019,
245296065,PT00H00M05S,643867_207622,
731012613,PT00H00M01S,127990_802628,
489778269,PT00H00M02S,464209_319332,
1034435689,PT00H00M04S,238543_843434,
824207382,PT00H00M03S,838607_709858,
1680086563,PT00H00M02S,785839_284534,
346295686,PT00H00M01S,225131_233449,
1113795526,PT00H00M01S,236722_360188,
581182363,PT00H00M05S,283388_108022,
1069560099,PT00H00M01S,848829_197487,
705619403,PT00H00M02S,261223_833121,
1804142028,PT00H00M02S,790488_554253,
214115764,PT00H00M05S,627800_245413,
15938862,PT00H00M01S,251831_540214,
1843353982,PT00H00M03S,905315_521794,
1439377206,PT00H00M01S,545091_653081,
1261215667,PT00H00M02S,301115_841707,
1627625244,PT00H00M02S,626493_005755,
1898049164,PT00H00M08S,210159_024846,
1075460345,PT00H00M02S,697786_892902,
1817125580,PT00H00M02S,406576_174282,
267565772,PT00H00M01S,088374_919655,
453144661,PT00H00M01S,233669_650396,
1833285972,PT00H00M04S,419564_350141,
1368563814,PT00H00M01S,782330_666490,
197726552,PT00H00M02S,708006_588568,
1942100416,PT00H00M02S,286532_373920,
1076378156,PT00H00M02S,713036_973956,
228802409,PT00H00M01S,162700_842324,
707817631,PT00H00M01S,943744_726381,
1124747472,PT00H00M02S,540679_270262,
1480338757,PT00H00M01S,938431_095140,
353367854,PT00H00M03S,078590_258964,
1560449400,PT00H00M02S,278294_349384,
122448967,PT00H00M02S,425468_160268,
1406541380,PT00H00M02S,834239_597974,
796854092,PT00H00M05S,046976_059886,
76444076,PT00H00M02S,415329_377784,
992075630,PT00H00M04S,161395_183190,
1294262411,PT00H00M01S,985672_187707,
368771210,PT00H00M04S,863766_815639,
165725533,PT00H00M02S,857923_572575,
532086011,PT00H00M07S,351514_331704,
592424640,PT00H00M03S,416947_614541,
1465393946,PT00H00M12S,972869_047406,
1788881075,PT00H00M02S,957044_118262,
1472243269,PT00H00M09S,857384_093674,
1068320753,PT00H00M03S,226640_050793,
1873016295,PT00H00M08S,539615_384971,
1957440374,PT00H00M02S,191005_851249,
1795849629,PT00H00M02S,906227_654258,
1572131442,PT00H00M02S,284142_188040,
1659349832,PT00H00M06S,566465_584209,
200689029,PT00H00M01S,198634_684468,
890199567,PT00H00M03S,396242_800442,
130480911,PT00H00M02S,211024_805130,
1137512718,PT00H00M03S,037978_201037,
882609572,PT00H00M02S,111242_639761,
342297273,PT00H00M13S,162570_869351,
1115410254,PT00H00M02S,445120_746128,
1274227444,PT00H00M02S,964294_640950,
238064779,PT00H00M04S,091744_019453,
1320336489,PT00H00M01S,463865_034380,
428338948,PT00H00M02S,364062_659982,
180542796,PT00H00M03S,031899_654016,
1907999463,PT00H00M03S,704008_691135,
952975305,PT00H00M03S,573870_075248,
1975663888,PT00H00M02S,953685_674744,
510459212,PT00H00M01S,489524_415743,
1902488641,PT00H00M01S,347598_905972,
1435876372,PT00H00M03S,693436_788941,
46606125,PT00H00M01S,635224_219351,
17712345,PT00H00M07S,108146_108539,
810445610,PT00H00M02S,312577_261278,
807277468,PT00H00M11S,771231_128786,
1268858284,PT00H00M04S,006335_943655,
1475205953,PT00H00M06S,507200_992665,
1948365748,PT00H00M02S,813782_032720,
1034871420,PT00H00M01S,120553_925966,
1301950032,PT00H00M01S,449670_129789,
59977755,PT00H00M06S,578360_304848,
1494372598,PT00H00M02S,763805_163978,
1330095349,PT00H00M04S,188438_785124,
672506840,PT00H00M01S,708906_946490,
1115853890,PT00H00M02S,600107_956176,
199567759,PT00H00M03S,040805_858665,
1145058170,PT00H00M03S,119286_894027,
1459313596,PT00H00M06S,847976_718605,
937112230,PT00H00M02S,114204_268378,
1056207485,PT00H00M01S,436354_053560,
993117495,PT00H00M01S,621728_656991,
1449640891,PT00H00M02S,335153_548528,
41387967,PT00H00M01S,800125_003601,
838396905,PT00H00M03S,487810_497396,
831983434,PT00H00M01S,499499_192236,
1388827562,PT00H00M02S,775366_726472,
456632256,PT00H00M05S,085860_135677,
1404567097,PT00H00M16S,617371_680123,
915010147,PT00H00M03S,513617_048075,
6176922,PT00H00M05S,989762_360668,
295054843,PT00H00M10S,793547_983504,
228440946,PT00H00M03S,621693_772524,
1752622570,PT00H00M14S,678516_353311,
962035371,PT00H00M01S,070212_888080,
1547297149,PT00H00M01S,645031_264118,
1792098900,PT00H00M07S,504472_658552,
1301278509,PT00H00M04S,933472_481880,
1749035149,PT00H00M02S,462536_363395,
1056838732,PT00H01M09S,249026_347066,
504843217,PT00H00M02S,266994_210410,
1303484895,PT00H00M01S,411806_863703,
1848687500,PT00H00M02S,182943_895477,
574233965,PT00H00M03S,311903_644058,
1258368831,PT00H00M02S,526955_068167,
1815942609,PT00H00M03S,735766_706726,
1409156733,PT00H00M01S,856816_105251,
1673676714,PT00H00M01S,155060_584562,
931985370,PT00H00M07S,469846_515555,
895070844,PT00H00M03S,006472_461868,
1869385765,PT00H00M01S,766862_307991,
