videoid,duration,page_dir,name
1898196444,PT00H00M02S,581125_410196,a cartoon character is talking
980899821,PT00H00M03S,076851_758240,a cartoon character is tied to a post
1672328345,PT00H00M01S,406487_601011,a cartoon scene with three men
406007266,PT00H00M02S,352433_017101,a cartoon character with pink hair and glasses is talking to another character
1785855699,PT00H00M02S,614678_092440,a cartoon character with a big smile
27550303,PT00H00M01S,658839_381174,a cartoon character with pink hair and glasses is talking to another character
492052423,PT00H00M03S,939681_369009,a person holding a sword
1075905692,PT00H00M06S,425428_557840,a cartoon character with a sword in his hand
1952391802,PT00H00M03S,758817_864122,a cartoon character with a green hat and white shirt is tied to a post
617836023,PT00H00M02S,062628_669832,a cartoon character with a straw hat holding a sword
1352894750,PT00H00M02S,518814_801309,a cartoon character with a black hat and green eyes smiling
1168596416,PT00H00M03S,755285_244710,a cartoon character is laughing
330200687,PT00H00M02S,507314_186217,a cartoon character is holding a sword and smiling
813016188,PT00H00M01S,562436_466092,a cartoon scene with a man in a white hat and a group of men holding guns
94768156,PT00H00M05S,788163_483704,a cartoon character is talking to two other characters
979983381,PT00H00M02S,010646_141273,a cartoon character with a white beard and a black mouth
550533939,PT00H00M01S,202561_022030,a cartoon character with a pink hair is talking to a man in a hat
1470954065,PT00H00M03S,837696_369149,a man with a blonde mohawk is talking
1362081081,PT00H00M02S,285140_455364,a cartoon character is holding a sword
233261465,PT00H00M05S,440777_000373,a cartoon character is being tied up by another character
1095904461,PT00H00M01S,647585_065651,a cartoon character with a hat that says 'marine' on it is screaming
190672727,PT00H00M07S,372309_741399,a cartoon character with green hair and glasses is laughing
1927322434,PT00H00M01S,086933_454244,a cartoon character is fighting with a sword
1150623930,PT00H00M03S,008978_834389,a cartoon character with a blonde hairstyle and a gray glove with the word 'mowe' on it
1173777848,PT00H00M02S,395795_077054,a cartoon character with a straw hat is talking
868028500,PT00H00M07S,727928_665944,"two men wearing white and blue uniforms with the word ""marine"" on their hats"
563800390,PT00H00M05S,030553_338122,a man with a green bandana on his head is talking
1612362806,PT00H00M02S,495464_034636,"two men in white shirts and blue scarves with the word ""marine"" on their hats are crying"
889211954,PT00H00M02S,588868_351096,a cartoon of a sun and clouds
1372516799,PT00H00M02S,365290_024948,a cartoon video of a man and a boy standing in front of a cross
1898118138,PT00H00M02S,666983_171819,an anime character with a green bandana and a sword in his hand
1541287465,PT00H00M01S,439394_067368,a cartoon character with a green headband and a sword in his hand
309203667,PT00H00M01S,911970_712038,a cartoon character with a yellow hat and red shirt
504580132,PT00H00M01S,390186_701247,a man with a sword in his mouth
1771152013,PT00H00M01S,780261_082184,a man is screaming with his mouth open
122748465,PT00H00M08S,921603_658005,a cartoon video of a man in a red shirt and hat
831524107,PT00H00M02S,794887_543893,a cartoon character is doing a handstand
313831609,PT00H00M02S,563648_321036,a cartoon character is fighting with a sword
1658826852,PT00H00M09S,958108_687795,a cartoon character with pink hair and glasses is talking to another character
1666732859,PT00H00M02S,960311_305340,a cartoon character is kicking a shoe
791322368,PT00H00M02S,876269_408168,a man with a sword in his mouth
725257449,PT00H00M01S,132614_560905,a cartoon video of a group of men in white shirts and hats
1352093554,PT00H00M02S,542223_125375,a cartoon character with a sword is talking to another character
1265501513,PT00H00M05S,174905_841249,a cartoon character with a blonde hair and a black eye patch
133263732,PT00H00M03S,405009_453176,a group of people in white shirts with the word 'marine' on them
976547961,PT00H00M03S,777373_142623,a man holding a sword
750630760,PT00H00M03S,700918_021614,a man is fighting with a sword
1585798609,PT00H00M03S,471570_913391,a cartoon character with a straw hat is talking
1526917232,PT00H00M03S,776119_755118,a cartoon character with pink hair and glasses is laughing
652417952,PT00H00M02S,701324_473064,a cartoon character is holding a large weapon
1662847515,PT00H00M02S,449849_829539,a man is holding another man's face with a large hammer
1120107664,PT00H00M06S,029631_166281,a man is playing a wind instrument
1109911016,PT00H00M02S,340637_913724,a cartoon character is holding another character's hand
295003047,PT00H00M10S,539723_583615,a cartoon character is fighting another character
225008027,PT00H00M02S,360261_524417,a cartoon character with a straw hat and red shirt
792422641,PT00H00M01S,571954_761609,a cartoon character is fighting another character
1224463669,PT00H00M02S,235830_936833,a cartoon character with pink hair and glasses screaming
583581659,PT00H00M03S,356601_097368,a man is jumping in the air
522352373,PT00H00M07S,974983_530896,a cartoon character is fighting a group of soldiers
691612632,PT00H00M04S,213147_929558,a cartoon character is being attacked by a group of soldiers
92394791,PT00H00M02S,277400_417512,a cartoon of three men wearing caps with the word MARINE on them
172575678,PT00H00M02S,983840_524862,a cartoon character is running
428421580,PT00H00M10S,206669_529669,a man is holding a bat and is about to hit another man
1912997130,PT00H00M05S,794942_934351,a man is doing a flip in the air
576062058,PT00H00M03S,017994_203595,a cartoon character with a straw hat on his head
182750921,PT00H00M22S,592052_242146,a group of men in white shirts and caps with the word marine on them
179832241,PT00H00M04S,629253_332429,a cartoon character is reaching out to another character
1154663307,PT00H00M05S,357716_581472,a cartoon character with a straw hat is fighting another character
1912355283,PT00H00M03S,139951_974520,a man in a straw hat is fighting with another man
1147150157,PT00H00M01S,848319_980897,a man with yellow hair is yelling
1936800232,PT00H00M03S,142026_824265,a cartoon character with a gun pointing at another cartoon character
1568866353,PT00H00M01S,507468_516201,three men wearing white shirts and caps with the word marine on them
60611855,PT00H00M02S,417707_814696,a man in a white shirt is standing in front of a large group of people
1788375085,PT00H00M02S,269329_748436,a cartoon character with a gun in his hand
1862194051,PT00H00M03S,868458_606019,anime character with a straw hat and red shirt
850002620,PT00H00M01S,509734_357063,an anime character with pink hair and purple glasses is looking at something
1804616865,PT00H00M01S,958921_235039,a cartoon character with a yellow hat and a red shirt is smiling
270811061,PT00H00M01S,525607_969890,a cartoon character with pink hair and glasses is screaming
12800360,PT00H00M02S,639371_665618,a cartoon character with a straw hat and red shirt is smiling and flexing his muscles
1697641726,PT00H00M02S,941903_832348,a cartoon character is fighting another character
1061875743,PT00H00M01S,630402_638749,a cartoon character with pink hair and glasses screaming
1255470116,PT00H00M02S,360076_729581,a cartoon character is being held by another character
112604108,PT00H00M02S,128258_724849,a cartoon character is holding a gun
989477764,PT00H00M01S,378165_903503,a cartoon character is smiling
1837818592,PT00H00M03S,379418_701443,a cartoon character with a mowe mask on his face
770239153,PT00H00M01S,441201_330833,a cartoon character with a sword is fighting someone
964320768,PT00H00M01S,227116_807704,a man with a sword in his mouth
1618588402,PT00H00M05S,359697_850878,a cartoon character with a straw hat and a red shirt smiling
387998869,PT00H00M03S,201820_860334,a cartoon man is lying on the ground
134093582,PT00H00M02S,400949_845245,two people are laughing
806025944,PT00H00M02S,882509_434874,two men standing with swords in front of a group of people
1781032175,PT00H00M02S,524786_278376,a cartoon character with green hair and a green bandana
1838957865,PT00H00M03S,969333_183374,three men are talking and one of them is crying
791384653,PT00H00M07S,586186_394689,a cartoon video of many swords flying in the air
635438262,PT00H00M03S,072519_966455,a group of people are dancing and holding swords
569976663,PT00H00M01S,128269_952331,a cartoon character with a straw hat and red shirt is talking to another character
1300197186,PT00H00M01S,527256_859626,a man in a green bandana is running
817300296,PT00H00M02S,337887_057579,a cartoon character is lying on the ground
834121638,PT00H00M02S,054111_614433,a cartoon character with a green bandana on his head is talking
999756958,PT00H00M05S,313015_112687,a cartoon of a building with the word marine on it
1516856928,PT00H00M04S,601391_802785,a cartoon character with orange hair is talking
1389069378,PT00H00M06S,340468_254461,two men are tied together with a rope
1805710923,PT00H00M11S,467060_278832,a cartoon character is walking towards a door
1227332232,PT00H00M05S,460558_590104,a painting of a wooden cabinet with a purple vase and a green vase on top of it
1482769319,PT00H00M05S,360767_260481,a girl is standing in front of a desk
1234714123,PT00H00M01S,477612_525333,a person is putting a stack of papers in a drawer
590603681,PT00H00M07S,949447_967864,a cartoon character with orange hair is talking to someone
391284054,PT00H00M03S,353558_051138,a watercolor painting of two barrels next to a wall
919380659,PT00H00M08S,129331_020880,a girl is hiding behind a barrel
1575743014,PT00H00M01S,692275_520575,a close up of a red box with a silver knob and a white dial
1149130713,PT00H00M22S,138297_500509,a cartoon character is turning a knob on a lock
1163747880,PT00H00M03S,044838_493154,a cartoon character with orange hair and big eyes
1869314203,PT00H00M08S,148428_341670,a person is opening a door
474286808,PT00H00M03S,387744_934840,a cartoon character with orange hair smiling
69049717,PT00H00M04S,626724_905906,a cartoon character holding a piece of paper with japanese writing on it
1931838765,PT00H00M03S,485917_528605,a girl is holding a piece of paper
1291477311,PT00H00M01S,953375_930636,a cartoon character with a black cape looking at something
620000519,PT00H00M04S,811910_991343,a girl is looking out the window
1934700717,PT00H00M20S,740032_608284,a cartoon of a ship with a wanted poster on it
1567328764,PT00H00M06S,014615_336198,a cartoon character with a red shirt and a yellow hat
1477445782,PT00H00M01S,405276_238632,a cartoon video of a group of people standing in front of a ship
1871719158,PT00H00M01S,930848_065679,a cartoon character with a green bandana and a sword
360821006,PT00H00M02S,265670_298942,a cartoon of a town with a large group of people walking down the street
912630041,PT00H00M02S,436268_374998,a man with green hair is laughing
27853548,PT00H00M01S,045515_636548,a cartoon video of a girl laughing and a man laughing
353839896,PT00H00M03S,520943_706499,a cartoon character is eating with a fork
578639022,PT00H00M03S,207871_048886,two men are sitting at a table
1640369737,PT00H00M04S,550264_173989,a cartoon character with pink hair and glasses is laughing
1140811057,PT00H00M03S,772406_971919,a cartoon character is smiling
650156700,PT00H00M01S,880425_203484,a cartoon character is eating
1881759041,PT00H00M04S,524119_907725,a cartoon character with green hair and a white shirt is sitting on a chair
606550380,PT00H00M01S,490096_235025,a cartoon character is eating spaghetti
221680415,PT00H00M01S,553450_096636,two men are sitting at a table
1170295612,PT00H00M04S,464218_642632,a cartoon character with green hair is talking
1733823652,PT00H00M01S,584480_292867,a cartoon character with a yellow hat and a red shirt
1980266135,PT00H00M01S,204786_546001,two men are sitting at a table
842636303,PT00H00M01S,071068_666358,a cartoon dog is standing next to a boat
1699771518,PT00H00M05S,426155_836521,a cartoon of a boat in the water
129175231,PT00H00M03S,470345_116338,a cartoon character is looking at another cartoon character
1635730189,PT00H00M01S,597697_453677,a cartoon character with green hair and a sword is talking to someone
1110874993,PT00H00M04S,685862_457192,a cartoon character with a straw hat and a red shirt is talking
1059179333,PT00H00M02S,373782_161322,a cartoon character with green hair is crying
1996323388,PT00H00M04S,141097_203906,a cartoon character is talking to another cartoon character
80652318,PT00H00M03S,221911_253034,a cartoon character drinking orange juice
447051997,PT00H00M02S,256355_954230,a cartoon character with pink hair and glasses is crying
1991013953,PT00H00M14S,077008_423259,a cartoon character with a straw hat is talking to a little girl
885242403,PT00H00M02S,027120_011489,a cartoon character is holding an orange
1174518148,PT00H00M02S,688090_337557,a cartoon character with pink hair is standing in front of a bar
1985718275,PT00H00M16S,031405_043875,a cartoon character with a straw hat and red shirt
1569315028,PT00H00M05S,987200_258508,a man with green hair is laughing
1831581651,PT00H00M03S,929834_921836,a cartoon video of a man with green hair talking to a woman
625740582,PT00H00M08S,456827_732772,a cartoon character is smiling
653231538,PT00H00M08S,972207_194960,a cartoon character with pink hair and glasses talking to someone
1440853835,PT00H00M01S,118195_296274,a cartoon character with pink hair is talking to a group of people
697532869,PT00H00M15S,674266_861717,a cartoon character is talking to another character
55762185,PT00H00M02S,222310_540536,a cartoon character with pink hair and glasses is pointing at something
1688087258,PT00H00M06S,785031_379095,an anime character is holding a straw hat
483042043,PT00H00M02S,160301_488527,a cartoon character with glasses is looking at something
1096404891,PT00H00M11S,434413_232836,a cartoon character is kneeling down
933303284,PT00H00M04S,694600_964748,a cartoon character with pink hair is sitting on a chair
405784494,PT00H00M02S,409651_587712,an anime character is looking at something
1941612768,PT00H00M09S,409036_080813,a man is jumping on a roof
91471222,PT00H00M02S,521073_910626,a cartoon character is punching the air
1021441154,PT00H00M10S,300717_145986,a boy is standing on a ladder and talking to another boy
1959852472,PT00H00M04S,766741_755464,a cartoon character is fighting a giant
262002496,PT00H00M07S,112030_132099,a cartoon character is standing in front of a wall
1851454886,PT00H00M04S,482455_971477,a cartoon character is dancing in a room
1319864190,PT00H00M01S,370026_578605,a cartoon character is talking
1118564657,PT00H00M02S,018269_466650,a cartoon character is crying
779091897,PT00H00M02S,370154_302784,a cartoon character with a straw hat and red shirt is being attacked by multiple swords
101437390,PT00H00M02S,223739_409560,a cartoon character is talking to another cartoon character
1781768213,PT00H00M02S,110863_533222,a man in a red shirt and blue shorts stands on a wooden staircase
203703297,PT00H00M02S,928189_789588,anime character is wearing a red vest and a yellow hat
697640637,PT00H00M03S,621621_696711,a cartoon character with a big smile
1676133201,PT00H00M03S,771896_086792,a cartoon character with pink hair is screaming
825242460,PT00H00M05S,701231_215956,a cartoon character is looking at something
270898549,PT00H00M01S,188531_439133,a cartoon character is crying
301877075,PT00H00M02S,918902_498246,a cartoon character is pointing at something
11414521,PT00H00M04S,892713_904684,a cartoon character is pointing at someone
1705147752,PT00H00M03S,170463_827153,two men are fighting with swords
69344619,PT00H00M02S,090500_347106,a cartoon character is smiling
470455559,PT00H00M01S,102983_153522,a cartoon character is blowing his mouth open and then closing it
431259892,PT00H00M01S,479835_451104,a cartoon character is screaming
128044722,PT00H00M05S,693430_424323,a cartoon character is falling from a cliff
245643152,PT00H00M01S,059108_159067,a man is holding another man in the air
193890617,PT00H00M02S,483745_729491,two people are fighting with swords
88430101,PT00H00M02S,140855_700816,a cartoon character puts on a straw hat
1743796280,PT00H00M05S,376369_460823,a cartoon character is fighting another character
1754294913,PT00H00M01S,859519_216373,an anime character with a straw hat and red shirt
1685291620,PT00H00M03S,250759_246555,a cartoon character is jumping in the air
1442219969,PT00H00M01S,452252_358044,a group of people are standing on a ship
1450147736,PT00H00M02S,149954_093746,a cartoon character with a straw hat is talking
703047350,PT00H00M02S,010005_305855,an anime character is smiling and laughing
742073556,PT00H00M08S,701660_420177,a cartoon character is being hit by another character
1749452285,PT00H00M02S,825117_240022,a cartoon character is dancing on the floor
1181473545,PT00H00M02S,063833_060771,a cartoon character is being held down by other characters
1985944817,PT00H00M01S,067742_115688,a group of people are fighting
503527335,PT00H00M01S,261805_302062,a cartoon character with pink hair is on a boat
1702146479,PT00H00M04S,131192_584409,a cartoon character is fighting with another character
1900289890,PT00H00M01S,000844_823120,a cartoon character is running on a wooden deck
1648023343,PT00H00M02S,634068_938119,a group of men are fighting with swords
1885082995,PT00H00M02S,671943_901354,a cartoon character is running on a ship
565352072,PT00H00M02S,894578_569518,a cartoon character is screaming
1192241378,PT00H00M01S,960666_441317,a group of people are running away from a building
1344515095,PT00H00M01S,385609_388614,a cartoon character is peeking out from behind a wall
895213380,PT00H00M02S,136579_887623,a cartoon character is running on a wooden path
1294189129,PT00H00M01S,919403_034836,two men are fighting in an arm wrestling match
673179351,PT00H00M03S,303384_366850,a cartoon character is running on a ship
7057787,PT00H00M02S,723761_882534,a group of people are fighting on a boat
1087405060,PT00H00M02S,839356_367571,a cartoon character is laughing
1388571605,PT00H00M02S,795714_003040,a cartoon character is screaming
812870674,PT00H00M05S,308423_083766,a cartoon character is standing in front of a building
1309985305,PT00H00M02S,754576_192585,an anime character is laughing
1847065841,PT00H00M04S,341458_466321,a cartoon character with pink hair is crying
1280608558,PT00H00M01S,109701_769060,a cartoon character is standing up
426759680,PT00H00M04S,781794_559990,a cartoon character is holding a large spiked ball
1456808364,PT00H00M02S,418458_665747,anime character is smiling
440969744,PT00H00M07S,074039_200991,a cartoon character is talking
917772899,PT00H00M03S,757384_375671,three men are on a boat and they are looking at something
608381211,PT00H00M12S,815814_504225,a cartoon character is standing on a ship
1187184122,PT00H00M02S,685228_933565,a cartoon character is talking
831697573,PT00H00M09S,571136_171291,a cartoon character is talking to someone
1564915786,PT00H00M03S,028013_273012,a cartoon character is looking at something
1962264376,PT00H00M08S,032630_801503,a cartoon character is holding a straw hat
1444109649,PT00H00M02S,944686_655761,a cartoon character with a straw hat is talking to another character
413767316,PT00H00M02S,169194_817994,a cartoon character is talking
216494976,PT00H00M02S,383276_192941,a cartoon character with pink hair and glasses is looking at something
1298568937,PT00H00M06S,143008_749155,a cartoon character with pink hair and glasses is screaming
260394468,PT00H00M01S,106321_283588,three men are shouting on a ship
158037904,PT00H00M03S,936130_958696,a cartoon character is shown from the chest up
1964231413,PT00H00M02S,378652_059540,a cartoon character with pink hair and glasses is crying
279368679,PT00H00M03S,267231_378696,a man is laughing and making a face
199213292,PT00H00M02S,264317_430701,a cartoon character is screaming
1115444897,PT00H00M13S,651248_272612,a cartoon character is laughing
1855607588,PT00H00M02S,830914_580614,a cartoon character is crying
1148763525,PT00H00M02S,125177_698594,a cartoon character is being held down by others
708217229,PT00H00M04S,126829_960876,a cartoon character with pink hair and glasses is screaming
1720160483,PT00H00M01S,300836_838072,a cartoon character is scared by another cartoon character
1636510276,PT00H00M02S,668977_908532,a cartoon character is wearing a straw hat and a black helmet with spikes
943835799,PT00H00M03S,689908_323394,a cartoon character is screaming
200937934,PT00H00M03S,246392_005611,a cartoon character is holding a large spiked club
1329974679,PT00H00M03S,879553_118747,a cartoon character is smiling
1647871452,PT00H00M01S,105829_977583,a cartoon character is shown with his mouth open wide
833776369,PT00H00M04S,462363_877987,a cartoon character is fighting another character
1900087430,PT00H00M03S,857334_973440,a cartoon character is punching a ship
1447593245,PT00H00M01S,938371_376197,a cartoon character is being hit by a bowl
1942196765,PT00H00M07S,189053_860126,a cartoon character is being attacked by another character
748192,PT00H00M02S,138732_406236,a cartoon character is being hit by a sword
515358256,PT00H00M11S,435536_219841,a cartoon character is falling into the water
1734463591,PT00H00M04S,960248_004481,a cartoon character is flying through the sky
1724304328,PT00H00M06S,437475_135940,a cartoon character is shown
375061754,PT00H00M02S,888327_087929,a man is dancing in front of a woman
904740391,PT00H00M01S,562171_279637,three men are screaming on a ship
1898245961,PT00H00M01S,176316_815155,a man in a yellow shirt is standing on a balcony
656219136,PT00H00M06S,409084_868292,a cartoon character is looking up
51168882,PT00H00M02S,068073_916149,three men are on a ship and they are all shouting
1221826656,PT00H00M04S,127943_829669,a cartoon character with a yellow hat and a red shirt is talking to another cartoon character with pink hair
1220678656,PT00H00M01S,412813_279041,a ship is sailing in the ocean with a lot of water splashing around it
1449022537,PT00H00M02S,056162_669107,a man in a red shirt and a hat is falling off the ship
403717028,PT00H00M03S,570004_749012,three ships sailing in the ocean with the word marine on the side
668739315,PT00H00M03S,917533_325408,a cartoon character with a straw hat is talking to another cartoon character
1684242038,PT00H00M06S,626468_573994,a cartoon character is crying
48663806,PT00H00M02S,693960_354648,a cartoon character is rowing a boat in the water
661669727,PT00H00M01S,697914_152323,a woman is looking at something in the distance
429419894,PT00H00M01S,298724_922981,a boat is flying in the air
1068360229,PT00H00M02S,447717_222264,a boat is sinking in the water
141008639,PT00H00M01S,047152_443257,a cartoon character is on a boat in the water
1719350742,PT00H00M03S,908174_837978,a cartoon character is being covered by bubbles
1430381298,PT00H00M01S,161436_178420,a cartoon character with tears in his eyes
477550211,PT00H00M02S,049643_576591,a blue background with white circles and lines on it
134713741,PT00H00M05S,941112_869573,a plane is flying through the sky
407634364,PT00H00M16S,470786_606382,a man is laughing
1542625023,PT00H00M03S,420185_597001,a cartoon character is smiling
932065977,PT00H00M05S,856870_903636,a cartoon character with pink hair and glasses is talking to someone
784105504,PT00H00M10S,745686_560778,a cartoon character is sitting on a boat
1784416396,PT00H00M03S,078230_990732,a cartoon character is smiling
192609643,PT00H00M14S,904303_226689,a person is flying in the sky
1148760305,PT00H00M01S,460659_044808,a cartoon island with a large castle on top of it
1506044041,PT00H00M01S,970791_326589,a person is standing in a field
1449996742,PT00H00M07S,032753_218348,a cartoon character is shown with a green headband on his head
1836766312,PT00H00M04S,037367_163773,a close up of a man's face with a green bandana on his head
211766757,PT00H00M02S,675099_550845,a red logo on a black background
1798410742,PT00H01M09S,748606_053227,a cartoon character is standing in front of a body of water
1570331593,PT00H00M02S,431786_835896,a cartoon of one piece logo
1321271166,PT00H00M01S,925843_495451,two cartoon characters stand in front of a large door with the word marine written on it
1421436793,PT00H00M02S,403007_349972,a cartoon character is looking at the sky
1412727596,PT00H00M03S,191303_674153,a cartoon character is talking to another cartoon character
1413208000,PT00H00M02S,424364_449457,a man in a green hat is tied to a pole
187498222,PT00H00M03S,713363_108982,a cartoon character with a straw hat is talking
326925622,PT00H00M01S,045619_226485,a cartoon character with pink hair is talking to another character
1382906535,PT00H00M01S,688405_841896,two men are fighting with swords
1515962408,PT00H00M07S,142542_820047,a cartoon character is shooting a gun
648459975,PT00H00M03S,693450_612085,a cartoon character is shown pointing to the camera
903664557,PT00H00M01S,382511_534886,a man is speaking about the benefits of drinking water
